fraud_bool,income,name_email_similarity,prev_address_months_count,current_address_months_count,customer_age,days_since_request,intended_balcon_amount,payment_type,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,employment_status,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,has_other_cards,proposed_credit_limit,foreign_request,source,session_length_in_minutes,device_os,keep_alive_session,device_distinct_emails_8w,device_fraud_count,month
1,0.9,0.765081518,-1,216,50,23.46815104,-1.283827887,AC,2667,1695.089618,3074.757445,3067.036017,0,6,CA,177,0,BC,0,1,-1,0,200,0,INTERNET,7.461610467,windows,1,1,0,7
1,0.9,0.1030452,-1,212,40,0.001281419,-1.283827887,AD,892,5265.440763,3300.026791,3080.53059,7,9,CA,257,0,BA,0,1,30,0,1500,0,INTERNET,2.525386059,windows,0,1,0,7
1,0.9,0.063963562,-1,48,30,0.01555005,-1.283827887,AB,586,1917.836906,2331.299912,3132.00244,3,6,CA,98,0,BB,0,1,28,1,200,0,INTERNET,3.249170575,linux,0,1,0,7
1,0.6,0.128085211,-1,151,50,0.024876265,-1.283827887,AB,749,1169.731616,2835.464803,3126.733978,10,6,CA,281,1,BA,0,1,15,0,1500,0,INTERNET,2.657386094,windows,1,1,0,7
1,0.9,0.251645327,-1,189,50,0.003698448,-1.283827887,AB,359,4429.54256,2769.11461,4405.735383,0,5,CA,190,1,BA,0,1,19,0,2000,0,INTERNET,4.652842527,windows,0,1,0,7
1,0.9,0.346065731,-1,117,40,2.951062946,-1.283827887,AB,460,4814.288947,2873.250208,3083.879824,1,6,CA,158,1,BA,0,1,-1,0,1000,0,INTERNET,1.776546408,linux,0,2,0,7
1,0.9,0.556123826,-1,124,40,0.013493456,-1.283827887,AC,2775,2346.853676,2762.429321,3087.095019,0,7,CA,169,0,BB,1,1,-1,0,200,0,INTERNET,33.10481214,linux,1,1,0,7
1,#,0.13523503,-1,184,70,0.02835335,-1.283827887,AC,740,2326.975846,2986.65725,3079.244501,1,1,CA,238,1,BA,0,1,-1,0,1000,0,INTERNET,4.309540711,windows,1,1,0,7
1,0.9,0.337713606,-1,203,40,0.000613172,-1.283827887,AC,440,,2741.402713,3042.643206,1,8,CA,229,1,BA,0,1,-1,0,1000,0,INTERNET,31.07980854,windows,0,1,0,7
1,0.6,0.487141258,-1,130,30,0.008535426,-1.283827887,AC,1549,2159.705829,2460.465477,3099.307954,0,8,CA,211,1,,0,1,-1,0,500,0,INTERNET,33.68335257,macintosh,1,1,0,7
1,0.8,0.035651295,-1,64,40,0.006366939,-1.283827887,AB,765,4747.719883,2695.416179,3115.025794,14,8,CA,227,0,BC,0,1,30,0,200,0,INTERNET,1.488315638,windows,0,1,0,7
1,0.9,0.569615387,-1,29,40,0.019843501,-1.283827887,AD,2755,1968.278339,3389.937846,3126.455129,1,7,CA,228,1,BC,0,1,15,0,500,0,INTERNET,5.630836434,other,0,1,0,7
1,0.9,0.062083305,-1,176,40,0.004082158,-1.283827887,AB,5316,1748.271964,3076.074218,3138.446439,15,5,CA,110,1,BA,0,1,1,0,200,0,INTERNET,8.989291485,windows,1,1,0,7
1,0.9,0.785917233,-1,120,40,0.003001621,-1.283827887,AD,469,1148.98197,2946.015532,3135.712558,8,6,CA,276,0,BA,0,1,1,0,990,0,INTERNET,4.863761936,windows,1,1,0,7
1,0.7,0.242239783,-1,23,20,0.018688327,-1.283827887,AA,1054,2007.322758,2591.944195,3139.474409,0,6,CB,199,1,BA,0,1,21,0,1500,0,INTERNET,4.294251852,other,0,1,0,7
1,0.9,0.567827693,-1,57,40,0.004797425,-1.283827887,AB,609,2544.476165,2107.043469,3096.766688,1588,9,CA,177,0,BA,0,1,30,0,1500,0,INTERNET,8.970417826,other,0,1,0,7
1,0.3,0.078360188,-1,104,30,0.007766775,-1.283827887,AC,1654,,1913.435178,3826.160176,1,11,CA,273,1,BA,0,1,-1,0,1900,0,INTERNET,2.390655327,macintosh,0,1,0,7
1,0.9,0.027840879,-1,57,30,0.022333222,-1.283827887,AC,230,1677.453893,2539.539961,3093.785614,3,10,CA,290,1,BB,0,1,-1,0,1900,0,INTERNET,20.04003047,windows,1,1,0,7
1,0.7,0.11376429,-1,247,30,0.027304393,-1.283827887,AB,283,3271.75949,5720.460256,3119.217797,9,21,CA,117,1,BE,0,1,28,0,500,1,INTERNET,4.583844084,windows,1,1,0,7
1,0.5,0.534841401,-1,143,20,0.035153176,-1.283827887,AB,1854,4118.471479,3755.623124,3085.514893,1,7,CA,194,0,BA,1,0,1,0,1500,0,INTERNET,1.742887803,windows,1,1,0,7
1,0.6,0.928265761,-1,128,50,0.001715866,-1.283827887,AB,487,4702.257087,2318.875337,3079.954237,20,5,CA,129,1,BA,0,1,11,0,990,0,INTERNET,14.88114381,windows,0,1,0,7
1,0.9,0.506684875,-1,149,20,0.004467405,-1.283827887,AC,742,1807.243503,3216.087339,3141.863932,0,5,CA,259,1,BA,0,1,-1,0,2000,0,INTERNET,3.699644294,other,1,1,0,7
1,0.4,0.547986629,-1,0,40,0.016834718,-1.283827887,AB,366,2428.992336,2327.135534,3079.256316,1,12,CE,123,0,BA,0,1,21,0,200,0,INTERNET,6.201561501,windows,1,1,0,7
1,0.9,0.340250608,-1,142,40,0.004407166,-1.283827887,AD,263,3172.733151,3179.348631,3071.514474,19,8,CA,115,1,BA,0,1,30,0,200,0,INTERNET,3.415333985,windows,1,1,0,7
1,0.9,0.170707162,-1,37,80,0.032683429,-1.283827887,AB,1275,3346.065287,3891.498332,3592.237827,661,5,CB,77,0,BC,1,1,1,0,200,0,INTERNET,14.67153753,linux,0,1,0,7
1,0.9,0.248357841,-1,122,30,0.017072555,-1.283827887,AC,383,4066.164326,3045.357462,3054.116044,0,11,CA,117,1,BA,1,0,-1,0,200,0,INTERNET,6.549930542,windows,0,1,0,7
1,0.6,0.473523877,-1,26,30,10.9657053,-1.283827887,AB,1297,4979.3829,4590.266738,3653.730707,9,10,CB,130,0,BC,0,1,28,0,200,0,TELEAPP,4.576058447,other,0,0,0,7
1,0.6,0.862635032,-1,62,30,0.027017342,-1.283827887,AC,792,5569.722272,2855.462952,3079.30071,0,6,CA,216,1,BA,0,1,-1,0,1000,0,INTERNET,7.205966663,windows,1,1,0,7
1,0.3,0.880943487,-1,129,50,0.009622928,-1.283827887,AB,359,1244.999013,2261.406687,3006.831393,12,4,CA,290,0,BA,0,1,9,0,1500,0,INTERNET,6.033824188,linux,0,1,0,7
1,0.8,0.15665968,-1,18,10,0.004144542,-1.283827887,AB,1134,1781.125556,2033.874844,3939.889322,5,7,CA,121,0,BA,0,1,28,0,200,0,INTERNET,4.837424048,windows,0,1,0,7
1,0.9,0.71066114,-1,360,60,0.002086847,-1.283827887,AB,833,1679.910548,3432.562729,4794.801255,9,2,CA,282,0,BA,0,1,1,0,1500,0,INTERNET,7.037956633,windows,1,1,0,7
1,0.9,0.114392832,-1,106,30,0.007049218,-1.283827887,AD,881,3071.869789,4178.090686,3095.308964,8,5,CA,359,1,BA,0,1,28,0,2000,0,INTERNET,4.507317465,linux,0,1,0,7
1,0.9,0.483107474,-1,170,60,0.016233978,-1.283827887,AC,770,5347.647299,3953.14179,3152.720366,1,0,CC,241,1,BA,1,1,-1,0,1500,0,INTERNET,24.08654916,windows,0,1,0,7
1,0.1,0.122376961,-1,101,30,0.005988212,-1.283827887,AB,2311,4692.482782,3929.027932,3184.107415,44,5,CA,113,1,BA,0,1,1,0,2000,0,INTERNET,3.237879462,linux,0,1,0,7
1,0.1,0.163081428,-1,50,40,0.010092399,,AB,666,2321.114836,3293.763875,3083.020297,9,7,CA,191,1,BA,0,1,15,0,1000,0,INTERNET,4.226842747,other,1,1,0,7
1,0.9,0.033101934,-1,15,20,0.018475198,-1.283827887,AC,771,3342.411248,2275.761509,3196.162866,1,9,CA,197,0,BA,0,1,-1,0,990,0,INTERNET,1.931529009,windows,0,1,0,7
1,0.9,0.995647643,-1,74,40,0.024011271,-1.283827887,AB,1676,1028.624543,2546.639088,3119.545736,18,10,CA,219,1,BA,0,1,27,0,2000,0,INTERNET,3.938411463,windows,1,1,0,7
1,0.5,0.219872671,-1,220,40,0.010535648,-1.283827887,AB,1254,1607.954292,2536.151852,3077.75857,5,9,CA,199,1,BA,0,1,-1,0,1500,0,INTERNET,4.336041999,windows,0,1,0,7
1,0.9,0.250101178,-1,363,40,0.000425752,-1.283827887,AB,1203,1662.858132,2029.802112,3109.970969,22,3,CC,206,1,BA,0,1,4,0,500,0,INTERNET,3.219967688,linux,0,1,0,7
1,0.9,0.00686363,-1,236,50,0.001564582,-1.283827887,AB,495,5407.64976,2707.70261,3123.877698,0,3,CA,151,0,BA,0,1,30,0,200,0,INTERNET,0.99142326,windows,1,1,0,7
1,0.9,0.989019927,27,3,40,0.004999788,-1.283827887,AD,2216,4180.783198,3573.478031,4822.670779,2,2,CA,181,1,BA,0,1,1,1,1500,0,INTERNET,5.311579339,windows,0,1,0,7
1,0.9,0.157273768,-1,159,50,0.029683166,-1.283827887,AD,570,1270.731237,2623.386658,3454.023485,1,4,CB,290,1,BA,0,1,5,0,1500,0,INTERNET,4.471043084,windows,0,1,0,7
1,0.9,0.793105078,-1,69,40,0.003288011,-1.283827887,AB,409,255.7278153,2188.245881,3133.854858,6,10,CB,180,1,BC,0,1,15,0,500,0,INTERNET,7.632715248,other,0,1,0,7
1,0.9,0.164968839,-1,176,50,0.004285258,-1.283827887,AB,99,2346.678112,2946.453933,3101.570724,2,4,CA,110,1,BA,1,1,1,0,200,0,INTERNET,3.692923097,windows,0,1,0,7
1,0.8,0.293808161,-1,62,30,0.019048815,-1.283827887,AB,1012,1522.221886,1995.799668,3090.739549,20,18,CA,285,1,BC,0,1,31,0,1500,0,INTERNET,8.311820791,windows,1,1,0,7
1,0.8,0.147242711,-1,51,40,0.018496888,-1.283827887,AC,920,2440.07889,5145.57815,3081.859227,1,10,CA,163,1,,0,1,1,0,500,0,INTERNET,4.139094399,windows,1,1,0,7
1,0.9,0.702231948,-1,93,30,0.004835584,-1.283827887,AB,1410,2386.939257,3310.841882,4773.79942,8,2,CA,238,1,BC,1,1,28,0,200,0,INTERNET,3.700652058,windows,0,1,0,7
1,#,0.816322755,-1,34,50,0.030364009,-1.283827887,AA,539,1953.386188,2350.005532,3401.792427,11,9,CA,185,1,BC,0,1,1,0,500,0,INTERNET,5.26341923,windows,1,1,0,7
1,0.9,0.275379794,-1,34,30,0.0163429,-1.283827887,AB,1690,1056.080153,2819.565406,3095.482287,1,2,CA,249,1,BC,0,1,10,0,1500,0,INTERNET,3.147504424,other,0,1,0,7
1,0.9,0.835095023,-1,27,60,0.002420504,-1.283827887,AD,1075,4246.234406,3468.270921,3123.04316,1,2,CC,200,1,BB,0,1,31,0,500,1,INTERNET,16.94287723,windows,0,1,0,7
1,0.8,0.730239665,-1,12,30,0.024007904,-1.283827887,AB,550,1046.937156,2845.635928,3091.529935,9,2,CA,317,1,BA,0,1,28,0,1500,0,INTERNET,4.63279431,windows,0,1,0,7
1,0.9,0.461223487,-1,356,50,0.014799868,-1.283827887,AD,1038,1914.650921,2637.875029,3126.798998,1,5,CA,233,0,BA,1,1,9,0,1500,0,INTERNET,30.15168251,windows,1,1,0,7
1,0.8,0.217081325,-1,146,50,0.001042711,-1.283827887,AC,732,1828.876262,3055.857528,6336.831673,2,3,CA,224,0,BA,0,1,-1,0,500,0,INTERNET,1.571217912,other,0,2,0,7
1,0.4,0.145163596,34,6,60,0.033583944,-1.283827887,AB,908,,2674.481196,3101.338434,16,2,CA,204,1,BC,0,1,5,0,2000,1,INTERNET,3.26602658,linux,1,1,0,7
1,0.8,0.141927848,-1,36,30,0.026114962,-1.283827887,AB,850,3604.423273,3621.34539,3156.174559,2,11,CA,127,1,BA,0,1,27,0,500,0,INTERNET,9.471328373,other,1,1,0,7
1,0.9,0.648446616,-1,32,60,2.925268628,-1.283827887,AB,996,4795.50325,7156.256953,3095.05998,7,8,CB,192,1,BA,0,1,9,0,1000,0,INTERNET,5.602499995,macintosh,1,1,0,7
1,0.1,0.551345704,-1,83,40,0.00640748,-1.283827887,AC,821,1940.77234,2664.988566,3084.722825,0,1,CC,154,1,BA,0,1,-1,0,500,0,TELEAPP,4.198876569,windows,0,1,0,7
1,0.6,0.177509562,-1,273,50,0.001790557,-1.283827887,AC,574,4513.316932,3201.483015,3181.308357,0,4,CA,125,1,BA,1,0,-1,0,200,0,INTERNET,12.69226525,linux,0,1,0,7
1,0.8,0.314429507,-1,93,10,0.019171103,-1.283827887,AD,656,1479.126204,2133.242007,3116.228214,13,6,CA,190,0,BC,0,1,1,0,1500,0,INTERNET,56.67409988,macintosh,0,1,0,7
1,0.6,0.011057153,-1,185,60,0.022068568,-1.283827887,AC,1099,3970.571337,2603.914453,3086.965919,0,2,CB,132,1,BA,0,1,-1,0,200,0,INTERNET,2.757781235,linux,0,1,0,7
1,0.1,0.107605843,-1,104,30,0.003871515,-1.283827887,AA,2470,1557.716627,3574.175819,5168.6138,2,9,CB,91,0,BA,1,1,1,0,200,0,INTERNET,1.141091109,linux,1,1,0,7
1,0.9,0.449637909,-1,155,50,0.009250435,-1.283827887,AC,792,4687.206858,3789.699626,3075.73964,0,6,CA,237,1,BA,0,1,-1,0,1000,0,INTERNET,12.61872,windows,0,1,0,7
1,0.8,0.141061885,-1,45,50,2.937459472,-1.283827887,AC,1599,2283.729436,3906.38845,5492.439406,0,4,CA,164,1,BA,0,1,-1,0,1500,0,INTERNET,6.954870824,windows,0,1,0,7
1,0.9,0.283144938,-1,349,50,0.031919446,-1.283827887,AB,701,2330.116516,3088.955914,3151.128997,14,0,CC,114,1,,0,1,1,0,500,0,INTERNET,18.6685067,windows,1,1,0,7
1,0.9,0.870709935,-1,41,30,0.015924562,-1.283827887,AC,412,2205.555769,2563.07396,3105.438316,2,10,CA,181,0,BB,0,1,1,0,500,0,INTERNET,29.56972799,other,0,1,0,7
1,0.9,0.046720562,-1,17,40,0.009971126,-1.283827887,AC,551,682.8681683,2985.359214,3105.217819,1,2,CA,206,0,BB,1,1,-1,0,1500,0,INTERNET,4.900237517,windows,1,1,0,7
1,0.9,0.125357567,-1,361,50,0.031526031,-1.283827887,AB,1273,4168.522338,2211.575804,3129.104734,10,5,CA,190,1,BA,1,1,28,0,500,0,INTERNET,3.981489448,linux,1,1,0,7
